Pixel X	Pixel Y	X, мм	Y, мм	Энергия, кэВ
5000	169	0	-48.31	352427.780078181
5000	170	0	-48.3	301934.600008818
5000	171	0	-48.29	291982.07615559
5000	172	0	-48.28	285358.185442781
5000	173	0	-48.27	281060.390694143
5000	174	0	-48.26	267805.412446537
5000	175	0	-48.25	249309.060869662
5000	176	0	-48.24	243187.543666576
5000	177	0	-48.23	280007.003456995
5000	178	0	-48.22	320605.689200249
5000	179	0	-48.21	350357.614454513
5000	180	0	-48.2	360758.746913532
5000	181	0	-48.19	345860.597443111
5000	182	0	-48.18	316905.521100922
5000	183	0	-48.17	358265.310206133
5000	184	0	-48.16	340469.478001162
5000	185	0	-48.15	416549.398406967
5000	186	0	-48.14	420522.133366668
5000	187	0	-48.13	385866.46746144
5000	188	0	-48.12	389208.497765776
5000	189	0	-48.11	396822.250253775
5000	190	0	-48.1	395465.392536984
5000	191	0	-48.09	403478.731130473
5000	192	0	-48.08	375513.259097969
5000	193	0	-48.07	378066.361402841
5000	194	0	-48.06	349041.542223359
5000	195	0	-48.05	360613.018546412
5000	196	0	-48.04	335819.76797658
5000	197	0	-48.03	319909.175222615
5000	198	0	-48.02	284732.299454894
5000	199	0	-48.01	285233.505064088
5000	200	0	-48	288974.794828847
5000	201	0	-47.99	284026.562722616
5000	202	0	-47.98	300902.15557498
5000	203	0	-47.97	335676.302781825
5000	204	0	-47.96	385475.086694129
5000	205	0	-47.95	400569.420735163
5000	206	0	-47.94	385422.636727936
5000	207	0	-47.93	373386.486936466
5000	208	0	-47.92	360525.09557343
5000	209	0	-47.91	303298.978439813
5000	210	0	-47.9	379143.709655598
5000	211	0	-47.89	327450.768157122
5000	212	0	-47.88	311666.697584352
5000	213	0	-47.87	305496.021117384
5000	214	0	-47.86	290809.155532723
5000	215	0	-47.85	256081.282675844
5000	216	0	-47.84	251865.195749705
5000	217	0	-47.83	263967.728455281
5000	218	0	-47.82	287823.187905746
5000	219	0	-47.81	266506.63858386
5000	220	0	-47.8	351423.0350309
5000	221	0	-47.79	352905.977071748
5000	222	0	-47.78	352024.572244402
5000	223	0	-47.77	316707.54401028
5000	224	0	-47.76	303134.781088257
5000	225	0	-47.75	335120.059372682
5000	226	0	-47.74	422809.751025068
5000	227	0	-47.73	381517.129155975
5000	228	0	-47.72	380312.121086184
5000	229	0	-47.71	385854.440258486
5000	230	0	-47.7	400880.178904988
5000	231	0	-47.69	372409.941308274
5000	232	0	-47.68	381580.276727368
5000	233	0	-47.67	364688.922842263
5000	234	0	-47.66	341050.117518095
5000	235	0	-47.65	289364.348098226
5000	236	0	-47.64	310464.157246602
5000	237	0	-47.63	281874.389984966
5000	238	0	-47.62	293010.624828201
5000	239	0	-47.61	279570.16884855
5000	240	0	-47.6	313289.462036984
5000	241	0	-47.59	295873.366609069
5000	242	0	-47.58	286285.510680358
5000	243	0	-47.57	328000.329012058
5000	244	0	-47.56	395455.988333868
5000	245	0	-47.55	412325.112629145
5000	246	0	-47.54	355203.610410241
5000	247	0	-47.53	304228.955225001
5000	248	0	-47.52	310035.431751314
5000	249	0	-47.51	276725.279279256
5000	250	0	-47.5	308402.15136396
5000	251	0	-47.49	306497.137581698
5000	252	0	-47.48	285759.33561864
5000	253	0	-47.47	287753.787821802
5000	254	0	-47.46	284031.360666711
5000	255	0	-47.45	262289.871006588
5000	256	0	-47.44	249810.730767102
5000	257	0	-47.43	244110.934915461
5000	258	0	-47.42	253306.065225704
5000	259	0	-47.41	280062.910043578
5000	260	0	-47.4	291934.276522784
5000	261	0	-47.39	316717.457082461
5000	262	0	-47.38	316110.532655091
5000	263	0	-47.37	293189.212292989
5000	264	0	-47.36	326888.774449974
5000	265	0	-47.35	317761.864578208
5000	266	0	-47.34	380996.249732633
5000	267	0	-47.33	432369.528244283
5000	268	0	-47.32	396570.98363403
5000	269	0	-47.31	389645.659396976
5000	270	0	-47.3	387866.779284676
5000	271	0	-47.29	382381.707704934
5000	272	0	-47.28	389924.069190278
5000	273	0	-47.27	385186.693535405
5000	274	0	-47.26	372618.768370125
5000	275	0	-47.25	350989.866954349
5000	276	0	-47.24	304659.903339666
5000	277	0	-47.23	292628.696963261
5000	278	0	-47.22	279532.545558951
5000	279	0	-47.21	283693.36254832
5000	280	0	-47.2	293400.787261428
5000	281	0	-47.19	300131.768054427
5000	282	0	-47.18	298593.199424882
5000	283	0	-47.17	305775.849686523
5000	284	0	-47.16	347707.730475364
5000	285	0	-47.15	374408.54228211
5000	286	0	-47.14	380998.800298459
5000	287	0	-47.13	329378.879868399
5000	288	0	-47.12	263937.804466869
5000	289	0	-47.11	315837.20621691
5000	290	0	-47.1	282992.817905935
5000	291	0	-47.09	327241.243495042
5000	292	0	-47.08	295653.602492254
5000	293	0	-47.07	306692.302544538
5000	294	0	-47.06	293799.580063115
5000	295	0	-47.05	290376.024919582
5000	296	0	-47.04	275964.925930092
5000	297	0	-47.03	272877.05843136
5000	298	0	-47.02	283392.460199
5000	299	0	-47.01	288871.249358566
5000	300	0	-47	307642.596523876
5000	301	0	-46.99	335870.935095282
5000	302	0	-46.98	325447.388780419
5000	303	0	-46.97	314030.910040603
5000	304	0	-46.96	269217.650464418
5000	305	0	-46.95	312571.541712676
5000	306	0	-46.94	332334.154996464
5000	307	0	-46.93	416313.304309724
5000	308	0	-46.92	444301.714608
5000	309	0	-46.91	428310.903878444
5000	310	0	-46.9	419333.762343454
5000	311	0	-46.89	458622.893583263
5000	312	0	-46.88	453773.778171147
5000	313	0	-46.87	443149.488268549
5000	314	0	-46.86	422511.447125172
5000	315	0	-46.85	444906.810161408
5000	316	0	-46.84	359814.395368772
5000	317	0	-46.83	373952.925806079
5000	318	0	-46.82	311555.134869052
5000	319	0	-46.81	310606.097324038
5000	320	0	-46.8	291777.619518488
5000	321	0	-46.79	301754.742279049
5000	322	0	-46.78	280905.894902783
5000	323	0	-46.77	272975.445300903
5000	324	0	-46.76	320392.870119507
5000	325	0	-46.75	332936.890509111
5000	326	0	-46.74	376007.737353268
5000	327	0	-46.73	362831.406892176
5000	328	0	-46.72	324033.017397813
5000	329	0	-46.71	297942.068142987
5000	330	0	-46.7	314164.158071883
5000	331	0	-46.69	337227.935300743
5000	332	0	-46.68	372553.87251933
5000	333	0	-46.67	363207.826024366
5000	334	0	-46.66	338297.750060325
5000	335	0	-46.65	320997.553328786
5000	336	0	-46.64	305629.880883008
5000	337	0	-46.63	293810.722144524
5000	338	0	-46.62	324471.858134121
5000	339	0	-46.61	296757.050522139
5000	340	0	-46.6	312404.203206886
5000	341	0	-46.59	305253.478294049
5000	342	0	-46.58	336526.955837262
5000	343	0	-46.57	323917.804704361
5000	344	0	-46.56	309447.496398059
5000	345	0	-46.55	302050.830240797
5000	346	0	-46.54	316841.175450039
5000	347	0	-46.53	378013.3246287
5000	348	0	-46.52	432371.153953911
5000	349	0	-46.51	409283.982806485
5000	350	0	-46.5	406034.165423089
5000	351	0	-46.49	420529.444661215
5000	352	0	-46.48	452913.998363966
5000	353	0	-46.47	423846.644643413
5000	354	0	-46.46	421319.319236514
5000	355	0	-46.45	440275.265069324
5000	356	0	-46.44	418157.662336744
5000	357	0	-46.43	370987.791867474
5000	358	0	-46.42	349605.164534681
5000	359	0	-46.41	322960.304587738
5000	360	0	-46.4	323267.362191291
5000	361	0	-46.39	317765.763101661
5000	362	0	-46.38	299709.94913178
5000	363	0	-46.37	283195.539761395
5000	364	0	-46.36	274356.921343792
5000	365	0	-46.35	297940.47065414
5000	366	0	-46.34	352334.5887786
5000	367	0	-46.33	379331.378490592
5000	368	0	-46.32	329358.475213357
5000	369	0	-46.31	269181.189008392
5000	370	0	-46.3	325273.634011577
5000	371	0	-46.29	332209.050690663
5000	372	0	-46.28	380801.415930238
5000	373	0	-46.27	360642.218956258
5000	374	0	-46.26	352789.307365791
5000	375	0	-46.25	336810.294107949
5000	376	0	-46.24	331599.874599346
5000	377	0	-46.23	324852.680358648
5000	378	0	-46.22	318302.349335289
5000	379	0	-46.21	315002.67726142
5000	380	0	-46.2	328521.100319144
5000	381	0	-46.19	354092.26972926
5000	382	0	-46.18	336831.600431786
5000	383	0	-46.17	307820.275012073
5000	384	0	-46.16	273957.80599205
5000	385	0	-46.15	242102.413357589
5000	386	0	-46.14	307817.682892021
5000	387	0	-46.13	299758.011799898
5000	388	0	-46.12	356490.726766585
5000	389	0	-46.11	387334.753756785
5000	390	0	-46.1	363179.222593145
5000	391	0	-46.09	389219.619137369
5000	392	0	-46.08	418736.385480863
5000	393	0	-46.07	403222.29594511
5000	394	0	-46.06	404858.730997207
5000	395	0	-46.05	397654.858123555
5000	396	0	-46.04	412555.691857548
5000	397	0	-46.03	350844.077275873
5000	398	0	-46.02	316525.063009011
5000	399	0	-46.01	283855.201976524
5000	400	0	-46	264572.765122625
5000	401	0	-45.99	232555.915778495
5000	402	0	-45.98	238008.841001583
5000	403	0	-45.97	235439.731858184
5000	404	0	-45.96	237273.954591907
5000	405	0	-45.95	280999.517497349
5000	406	0	-45.94	293591.397124013
5000	407	0	-45.93	363165.109351054
5000	408	0	-45.92	382455.944809806
5000	409	0	-45.91	359660.265043383
5000	410	0	-45.9	322317.486581682
5000	411	0	-45.89	319936.945757871
5000	412	0	-45.88	304620.659340723
5000	413	0	-45.87	387400.081105997
5000	414	0	-45.86	331927.271572927
5000	415	0	-45.85	321575.64975733
5000	416	0	-45.84	314586.343040349
5000	417	0	-45.83	332797.72443436
5000	418	0	-45.82	329846.79201262
5000	419	0	-45.81	338763.637941185
5000	420	0	-45.8	351480.237081468
5000	421	0	-45.79	372970.8677334
5000	422	0	-45.78	333240.276985519
5000	423	0	-45.77	352070.418550125
5000	424	0	-45.76	322343.302646838
5000	425	0	-45.75	290009.876826718
5000	426	0	-45.74	291912.702896253
5000	427	0	-45.73	284525.710640959
5000	428	0	-45.72	298976.350130355
5000	429	0	-45.71	367474.35354615
5000	430	0	-45.7	352180.976468036
5000	431	0	-45.69	390669.476473578
5000	432	0	-45.68	431421.848533428
5000	433	0	-45.67	437649.8400405
5000	434	0	-45.66	372707.253938639
5000	435	0	-45.65	384041.647342103
5000	436	0	-45.64	406025.879484218
5000	437	0	-45.63	383020.193902002
5000	438	0	-45.62	336505.78076862
5000	439	0	-45.61	315748.968219994
5000	440	0	-45.6	275395.67942083
5000	441	0	-45.59	253826.844517869
5000	442	0	-45.58	233070.53324115
5000	443	0	-45.57	244636.641056101
5000	444	0	-45.56	223361.110746244
5000	445	0	-45.55	231987.231433604
5000	446	0	-45.54	252140.739261451
5000	447	0	-45.53	325182.836990126
5000	448	0	-45.52	369031.482143334
5000	449	0	-45.51	346191.229859102
5000	450	0	-45.5	318469.9399379
5000	451	0	-45.49	341676.275524037
5000	452	0	-45.48	361879.237186814
5000	453	0	-45.47	420756.899965518
5000	454	0	-45.46	423157.252184624
5000	455	0	-45.45	374519.553221381
5000	456	0	-45.44	356378.408896883
5000	457	0	-45.43	342398.661911603
5000	458	0	-45.42	360238.062501163
5000	459	0	-45.41	358743.184999784
5000	460	0	-45.4	331672.029396221
5000	461	0	-45.39	327895.819768493
5000	462	0	-45.38	345273.491628877
5000	463	0	-45.37	333770.867440825
5000	464	0	-45.36	336484.773433964
5000	465	0	-45.35	326403.890567745
5000	466	0	-45.34	290262.448067038
5000	467	0	-45.33	340856.715412367
5000	468	0	-45.32	337168.304978227
5000	469	0	-45.31	375133.366656207
5000	470	0	-45.3	385233.90818963
5000	471	0	-45.29	383115.506010691
5000	472	0	-45.28	412881.712240235
5000	473	0	-45.27	425448.069663428
5000	474	0	-45.26	405474.505122024
5000	475	0	-45.25	399172.545277887
5000	476	0	-45.24	389880.915932508
5000	477	0	-45.23	387246.495540679
5000	478	0	-45.22	362304.53249801
5000	479	0	-45.21	302574.714505911
5000	480	0	-45.2	280977.759775325
5000	481	0	-45.19	283267.549663969
5000	482	0	-45.18	267838.659025343
5000	483	0	-45.17	266906.757771845
5000	484	0	-45.16	275807.854796169
5000	485	0	-45.15	260307.776345269
5000	486	0	-45.14	291462.558654902
5000	487	0	-45.13	288870.32225923
5000	488	0	-45.12	353571.991950883
5000	489	0	-45.11	376103.321466625
5000	490	0	-45.1	392604.329018581
5000	491	0	-45.09	340927.910950336
5000	492	0	-45.08	403127.775536196
5000	493	0	-45.07	395368.532447927
5000	494	0	-45.06	454103.328564546
5000	495	0	-45.05	391616.636630697
5000	496	0	-45.04	373692.311166198
5000	497	0	-45.03	331852.997871432
5000	498	0	-45.02	325562.325087347
5000	499	0	-45.01	320507.766285957
5000	500	0	-45	323870.753395258
5000	501	0	-44.99	303451.01104504
5000	502	0	-44.98	318593.373638058
5000	503	0	-44.97	327365.389099877
5000	504	0	-44.96	339607.247257558
5000	505	0	-44.95	328782.042472957
5000	506	0	-44.94	323595.068852476
5000	507	0	-44.93	323261.122875279
5000	508	0	-44.92	334808.260047018
5000	509	0	-44.91	334605.750419235
5000	510	0	-44.9	360906.492951446
5000	511	0	-44.89	368425.057483011
5000	512	0	-44.88	366530.162146089
5000	513	0	-44.87	380662.640827427
5000	514	0	-44.86	397636.347438873
5000	515	0	-44.85	354814.991775362
5000	516	0	-44.84	380044.216905701
5000	517	0	-44.83	379928.22402082
5000	518	0	-44.82	386508.660347969
5000	519	0	-44.81	316062.884071402
5000	520	0	-44.8	294888.497040223
5000	521	0	-44.79	269789.725884796
5000	522	0	-44.78	270857.156483744
5000	523	0	-44.77	267426.187117322
5000	524	0	-44.76	298984.621141343
5000	525	0	-44.75	267147.099899959
5000	526	0	-44.74	253731.180219055
5000	527	0	-44.73	262391.139711585
5000	528	0	-44.72	274461.873683885
5000	529	0	-44.71	329914.215759222
5000	530	0	-44.7	342568.997092055
5000	531	0	-44.69	339144.44561926
5000	532	0	-44.68	346050.347494965
5000	533	0	-44.67	375631.646028236
5000	534	0	-44.66	375195.785425781
5000	535	0	-44.65	391121.747066767
5000	536	0	-44.64	337559.107051614
5000	537	0	-44.63	301384.675682444
5000	538	0	-44.62	289664.292885252
5000	539	0	-44.61	311312.093009535
5000	540	0	-44.6	305050.413207518
5000	541	0	-44.59	322118.388049092
5000	542	0	-44.58	300111.264160797
5000	543	0	-44.57	304861.698832368
5000	544	0	-44.56	304197.31078515
5000	545	0	-44.55	302416.641278827
5000	546	0	-44.54	302314.634966399
5000	547	0	-44.53	311847.196534903
5000	548	0	-44.52	342949.696480689
5000	549	0	-44.51	333961.219860088
5000	550	0	-44.5	356234.691011601
5000	551	0	-44.49	358248.811526324
5000	552	0	-44.48	360181.469889364
5000	553	0	-44.47	368610.42809525
5000	554	0	-44.46	379518.165764188
5000	555	0	-44.45	383303.898573899
5000	556	0	-44.44	354064.77612617
5000	557	0	-44.43	369230.929313484
5000	558	0	-44.42	396029.681332827
5000	559	0	-44.41	366613.608005091
5000	560	0	-44.4	322811.524399737
5000	561	0	-44.39	282983.089109034
5000	562	0	-44.38	278799.634535294
5000	563	0	-44.37	290578.064900109
5000	564	0	-44.36	290138.082000655
5000	565	0	-44.35	301868.902732789
5000	566	0	-44.34	281157.309376892
5000	567	0	-44.33	271011.948747945
5000	568	0	-44.32	251993.805169422
5000	569	0	-44.31	321519.166012332
5000	570	0	-44.3	342136.8938067
5000	571	0	-44.29	345703.439786152
5000	572	0	-44.28	289306.08232035
5000	573	0	-44.27	373391.083547682
5000	574	0	-44.26	374574.342874909
5000	575	0	-44.25	404454.933507344
5000	576	0	-44.24	393365.416737741
5000	577	0	-44.23	369794.803811916
5000	578	0	-44.22	323054.963685382
5000	579	0	-44.21	331140.299829627
5000	580	0	-44.2	324033.820798631
5000	581	0	-44.19	321716.117529592
5000	582	0	-44.18	271237.108425878
5000	583	0	-44.17	271187.369876746
5000	584	0	-44.16	282428.110616839
5000	585	0	-44.15	273370.607960786
5000	586	0	-44.14	264042.148692163
5000	587	0	-44.13	293348.364048105
5000	588	0	-44.12	296126.309267915
5000	589	0	-44.11	339975.602071028
5000	590	0	-44.1	320440.277153548
5000	591	0	-44.09	338239.208666278
5000	592	0	-44.08	352425.377177505
5000	593	0	-44.07	330599.001334771
5000	594	0	-44.06	360087.364978823
5000	595	0	-44.05	385128.10700057
5000	596	0	-44.04	378762.896217743
5000	597	0	-44.03	408896.090152234
5000	598	0	-44.02	404434.305522667
5000	599	0	-44.01	403345.820041924
5000	600	0	-44	350918.064213051
5000	601	0	-43.99	321779.822663078
5000	602	0	-43.98	278158.869325385
5000	603	0	-43.97	291329.654275545
5000	604	0	-43.96	324607.266354279
5000	605	0	-43.95	338618.33918869
5000	606	0	-43.94	306055.491714854
5000	607	0	-43.93	276072.824564319
5000	608	0	-43.92	273241.752093462
5000	609	0	-43.91	268001.543829948
5000	610	0	-43.9	344616.871524985
5000	611	0	-43.89	373126.520167221
5000	612	0	-43.88	358736.444281285
5000	613	0	-43.87	350564.601250874
5000	614	0	-43.86	386370.711673342
5000	615	0	-43.85	380964.329046111
5000	616	0	-43.84	430547.167902345
5000	617	0	-43.83	387621.593096414
5000	618	0	-43.82	335480.77512082
5000	619	0	-43.81	297588.073981513
5000	620	0	-43.8	311439.887269368
5000	621	0	-43.79	284037.459200036
5000	622	0	-43.78	306591.492370356
5000	623	0	-43.77	278164.699914954
5000	624	0	-43.76	279100.664706729
5000	625	0	-43.75	254830.748031108
5000	626	0	-43.74	274546.257181185
5000	627	0	-43.73	290256.17422309
5000	628	0	-43.72	304048.248386325
5000	629	0	-43.71	351158.413492113
5000	630	0	-43.7	335068.806378592
5000	631	0	-43.69	342778.06691537
5000	632	0	-43.68	319922.611391767
5000	633	0	-43.67	292191.515542433
5000	634	0	-43.66	328852.653305071
5000	635	0	-43.65	354478.282457077
5000	636	0	-43.64	379752.218421926
5000	637	0	-43.63	346290.751686179
5000	638	0	-43.62	364339.062886218
5000	639	0	-43.61	403913.275989563
5000	640	0	-43.6	378478.702533961
5000	641	0	-43.59	362675.384435501
5000	642	0	-43.58	334234.000850332
5000	643	0	-43.57	328938.968737992
5000	644	0	-43.56	338214.560575717
5000	645	0	-43.55	349018.981586403
5000	646	0	-43.54	358034.614776722
5000	647	0	-43.53	313892.566040082
5000	648	0	-43.52	286745.200814635
5000	649	0	-43.51	246753.53752023
5000	650	0	-43.5	284292.165903626
5000	651	0	-43.49	323866.527049606
5000	652	0	-43.48	314253.966686468
5000	653	0	-43.47	301033.652661482
5000	654	0	-43.46	319787.479358512
5000	655	0	-43.45	350161.863536484
5000	656	0	-43.44	379468.689542724
5000	657	0	-43.43	387294.459628616
5000	658	0	-43.42	355496.821589076
5000	659	0	-43.41	316727.289222059
5000	660	0	-43.4	327937.620105856
5000	661	0	-43.39	324095.578871489
5000	662	0	-43.38	325930.33632381
5000	663	0	-43.37	266652.724833779
5000	664	0	-43.36	251058.307334331
5000	665	0	-43.35	265833.371076986
5000	666	0	-43.34	273955.854387325
5000	667	0	-43.33	285013.265678483
5000	668	0	-43.32	305792.170256483
5000	669	0	-43.31	305232.039053132
5000	670	0	-43.3	336295.175314411
5000	671	0	-43.29	309113.372715468
5000	672	0	-43.28	289217.101780632
5000	673	0	-43.27	268089.542328254
5000	674	0	-43.26	280772.170349503
5000	675	0	-43.25	328696.118080733
5000	676	0	-43.24	333625.047150883
5000	677	0	-43.23	336289.024996621
5000	678	0	-43.22	360452.080734682
5000	679	0	-43.21	358595.586774625
5000	680	0	-43.2	353174.849990423
5000	681	0	-43.19	350987.462848981
5000	682	0	-43.18	306184.89354013
5000	683	0	-43.17	265155.817023024
5000	684	0	-43.16	284175.711333206
5000	685	0	-43.15	300807.266592455
5000	686	0	-43.14	329602.778669929
5000	687	0	-43.13	309870.032551504
5000	688	0	-43.12	285640.990098702
5000	689	0	-43.11	290777.709552959
5000	690	0	-43.1	251821.308836655
5000	691	0	-43.09	301463.173709611
5000	692	0	-43.08	319800.788212442
5000	693	0	-43.07	313414.756905723
5000	694	0	-43.06	296048.208231913
5000	695	0	-43.05	323216.611145319
5000	696	0	-43.04	322110.779128662
5000	697	0	-43.03	351719.733461085
5000	698	0	-43.02	327409.300423153
5000	699	0	-43.01	307707.715076505
5000	700	0	-43	269225.548938646
5000	701	0	-42.99	281782.786784618
5000	702	0	-42.98	286980.188533077
5000	703	0	-42.97	305879.3139217
5000	704	0	-42.96	256416.080349606
5000	705	0	-42.95	272905.226537969
5000	706	0	-42.94	262209.403500597
5000	707	0	-42.93	287499.17595375
5000	708	0	-42.92	287251.339398072
5000	709	0	-42.91	291082.993654431
5000	710	0	-42.9	327271.961771363
5000	711	0	-42.89	337118.998408095
5000	712	0	-42.88	298048.05264477
5000	713	0	-42.87	255919.853595559
5000	714	0	-42.86	235704.359294089
5000	715	0	-42.85	270543.461692785
5000	716	0	-42.84	301148.652465725
5000	717	0	-42.83	340381.974314054
5000	718	0	-42.82	318856.243891888
5000	719	0	-42.81	343418.28683145
5000	720	0	-42.8	353483.190185744
5000	721	0	-42.79	359600.013679756
5000	722	0	-42.78	325004.979992905
5000	723	0	-42.77	301092.012935874
5000	724	0	-42.76	298932.600564288
5000	725	0	-42.75	297784.550802844
5000	726	0	-42.74	321913.295339226
5000	727	0	-42.73	339782.046666018
5000	728	0	-42.72	293088.056084695
5000	729	0	-42.71	277453.556250537
5000	730	0	-42.7	264975.858386319
5000	731	0	-42.69	241717.848844479
